,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,trip_duration_minutes,pickup_hour,pickup_day,pickup_month
19413,65,62,1.0,2.8,18.4,2.5,1.5,0.0,0.0,22.4,2.0,1.0,0.0,0.0,17.466666666666665,18,Tuesday,1
19415,134,28,1.0,0.96,8.6,2.5,0.5,2.52,0.0,15.12,1.0,1.0,0.0,0.0,7.55,18,Tuesday,1
19416,74,236,1.0,1.63,11.4,2.5,0.5,2.72,0.0,20.87,1.0,1.0,2.75,0.0,9.716666666666667,18,Tuesday,1
19418,134,28,1.0,1.14,7.9,2.5,0.5,2.38,0.0,14.28,1.0,1.0,0.0,0.0,5.716666666666667,18,Tuesday,1
19419,95,216,1.0,2.91,19.8,2.5,0.5,4.76,0.0,28.56,1.0,1.0,0.0,0.0,20.9,18,Tuesday,1
19420,95,121,1.0,2.23,15.6,2.5,0.5,0.0,0.0,19.6,2.0,1.0,0.0,0.0,14.95,18,Tuesday,1
19421,260,160,1.0,2.48,16.3,2.5,0.5,5.08,0.0,25.38,1.0,1.0,0.0,0.0,15.766666666666667,18,Tuesday,1
19424,42,169,1.0,3.58,19.8,2.5,0.5,0.0,0.0,23.8,2.0,1.0,0.0,0.0,19.55,18,Tuesday,1
19425,75,236,1.0,0.96,6.5,2.5,0.5,2.65,0.0,15.9,1.0,1.0,2.75,0.0,4.4,18,Tuesday,1
19427,95,102,1.0,2.23,14.9,2.5,0.5,3.78,0.0,22.68,1.0,1.0,0.0,0.0,13.933333333333334,18,Tuesday,1
19428,95,121,1.0,2.87,16.3,2.5,0.5,4.06,0.0,24.36,1.0,1.0,0.0,0.0,14.766666666666667,18,Tuesday,1
19429,244,239,1.0,5.42,27.5,2.5,0.5,2.0,0.0,36.25,1.0,1.0,2.75,0.0,21.683333333333334,18,Tuesday,1
19430,95,121,1.0,3.1,17.0,2.5,0.5,4.2,0.0,25.2,1.0,1.0,0.0,0.0,14.033333333333333,18,Tuesday,1
19432,7,260,1.0,1.03,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,9.55,18,Tuesday,1
19433,74,43,1.0,2.01,14.2,2.5,0.5,4.19,0.0,25.14,1.0,1.0,2.75,0.0,12.75,18,Tuesday,1
19434,43,236,1.0,1.0,7.2,2.5,0.5,2.79,0.0,16.74,1.0,1.0,2.75,0.0,5.366666666666666,18,Tuesday,1
19435,43,236,1.0,0.62,6.5,2.5,0.5,2.1,0.0,12.6,1.0,1.0,0.0,0.0,4.933333333333334,18,Tuesday,1
19436,43,141,1.0,2.09,15.6,2.5,0.5,4.47,0.0,26.82,1.0,1.0,2.75,0.0,14.833333333333334,18,Tuesday,1
19437,95,95,1.0,1.35,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,10.216666666666667,18,Tuesday,1
19438,42,42,1.0,1.2,7.2,2.5,1.5,0.0,0.0,11.2,2.0,1.0,0.0,0.0,4.95,18,Tuesday,1
19441,75,237,1.0,2.0,14.9,2.5,0.5,4.33,0.0,25.98,1.0,1.0,2.75,0.0,13.616666666666667,18,Tuesday,1
19442,75,238,1.0,1.11,7.9,2.5,0.5,1.19,0.0,13.09,1.0,1.0,0.0,0.0,5.816666666666666,18,Tuesday,1
19443,166,151,1.0,1.05,9.3,2.5,0.5,3.32,0.0,16.62,1.0,1.0,0.0,0.0,7.15,18,Tuesday,1
19444,130,215,1.0,1.29,11.4,2.5,0.5,4.62,0.0,20.02,1.0,1.0,0.0,0.0,10.8,18,Tuesday,1
19445,43,238,1.0,1.47,11.4,2.5,0.5,2.0,0.0,20.15,1.0,1.0,2.75,0.0,10.1,18,Tuesday,1
19446,75,263,1.0,1.5,12.1,2.5,0.5,2.83,0.0,21.68,1.0,1.0,2.75,0.0,11.0,18,Tuesday,1
19447,7,179,1.0,0.8,7.9,2.5,1.5,2.35,0.0,14.25,1.0,1.0,0.0,0.0,6.216666666666667,18,Tuesday,1
19451,95,102,1.0,1.48,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,8.383333333333333,18,Tuesday,1
19452,74,75,1.0,0.8,7.2,2.5,1.5,1.5,0.0,12.7,1.0,1.0,0.0,0.0,5.933333333333334,18,Tuesday,1
19453,75,262,1.0,1.69,11.4,2.5,0.5,0.0,0.0,18.15,2.0,1.0,2.75,0.0,10.933333333333334,18,Tuesday,1
19454,43,237,1.0,1.25,10.7,2.5,0.5,3.49,0.0,20.94,1.0,1.0,2.75,0.0,10.05,18,Tuesday,1
19455,66,256,1.0,3.47,20.5,2.5,0.5,6.12,0.0,30.62,1.0,1.0,0.0,0.0,18.3,18,Tuesday,1
19457,43,238,1.0,0.71,5.8,2.5,0.5,3.0,0.0,12.8,1.0,1.0,0.0,0.0,3.7666666666666666,18,Tuesday,1
19458,43,236,1.0,1.4,9.3,2.5,0.5,3.21,0.0,19.26,1.0,1.0,2.75,0.0,6.933333333333334,18,Tuesday,1
19459,75,74,1.0,0.94,7.2,2.5,0.5,3.36,0.0,14.56,1.0,1.0,0.0,0.0,4.65,18,Tuesday,1
19460,95,160,1.0,2.01,14.2,2.5,0.5,0.0,0.0,18.2,2.0,1.0,0.0,0.0,13.266666666666667,18,Tuesday,1
19461,97,49,1.0,0.96,10.0,2.5,0.5,1.0,0.0,15.0,1.0,1.0,0.0,0.0,10.066666666666666,18,Tuesday,1
19462,74,74,1.0,0.84,7.2,2.5,0.5,1.0,0.0,12.2,1.0,1.0,0.0,0.0,5.216666666666667,17,Tuesday,1
19463,97,36,1.0,3.9,24.0,2.5,0.5,7.0,0.0,35.0,1.0,1.0,0.0,0.0,26.433333333333334,18,Tuesday,1
19464,97,97,1.0,1.27,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,9.216666666666667,18,Tuesday,1
19465,97,97,1.0,1.08,10.0,2.5,0.5,3.5,0.0,17.5,1.0,1.0,0.0,0.0,9.416666666666666,18,Tuesday,1
19466,97,181,1.0,0.89,15.6,2.5,0.5,3.92,0.0,23.52,1.0,1.0,0.0,0.0,18.05,18,Tuesday,1
19467,65,181,1.0,1.27,11.4,2.5,0.5,0.0,0.0,15.4,2.0,1.0,0.0,0.0,17.216666666666665,18,Tuesday,1
19468,82,138,1.0,2.54,14.9,7.5,0.5,4.78,0.0,28.68,1.0,1.0,0.0,0.0,12.5,18,Tuesday,1
19470,97,49,1.0,1.28,10.0,2.5,0.5,0.0,0.0,14.0,2.0,1.0,0.0,0.0,9.5,18,Tuesday,1
19471,65,49,1.0,1.05,8.6,2.5,0.5,2.52,0.0,15.12,1.0,1.0,0.0,0.0,7.666666666666667,18,Tuesday,1
19473,74,41,1.0,1.06,8.6,2.5,0.5,3.78,0.0,16.38,1.0,1.0,0.0,0.0,6.783333333333333,18,Tuesday,1
19474,75,236,1.0,0.9,7.9,5.25,1.5,2.9,0.0,17.55,1.0,1.0,2.75,0.0,5.783333333333333,18,Tuesday,1
19475,75,141,1.0,2.4,14.9,5.25,1.5,1.75,0.0,23.4,1.0,1.0,2.75,0.0,12.266666666666667,18,Tuesday,1
19476,97,97,1.0,0.98,10.7,2.5,0.5,1.0,0.0,15.7,1.0,1.0,0.0,0.0,10.6,18,Tuesday,1
19477,74,236,1.0,1.71,11.4,2.5,0.5,3.63,0.0,21.78,1.0,1.0,2.75,0.0,9.4,18,Tuesday,1
19478,74,75,1.0,1.19,9.3,2.5,0.5,0.0,0.0,13.3,2.0,1.0,0.0,0.0,7.25,18,Tuesday,1
19480,75,237,1.0,1.68,12.8,2.5,0.5,1.5,0.0,21.05,1.0,1.0,2.75,0.0,11.466666666666667,17,Tuesday,1
19481,75,264,1.0,0.5,5.8,2.5,1.5,1.5,0.0,11.3,1.0,1.0,0.0,0.0,3.0166666666666666,18,Tuesday,1
19482,74,41,1.0,1.18,7.9,2.5,0.5,2.38,0.0,14.28,1.0,1.0,0.0,0.0,6.583333333333333,18,Tuesday,1
19483,74,239,1.0,2.91,17.7,2.5,0.5,2.5,0.0,26.95,1.0,1.0,2.75,0.0,16.466666666666665,18,Tuesday,1
19484,74,152,1.0,1.58,12.1,2.5,0.5,2.0,0.0,18.1,1.0,1.0,0.0,0.0,11.066666666666666,18,Tuesday,1
19485,166,166,1.0,1.1,7.9,2.5,0.5,2.38,0.0,14.28,1.0,1.0,0.0,0.0,5.766666666666667,18,Tuesday,1
19487,97,97,1.0,0.05,3.0,2.5,0.5,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.5666666666666667,18,Tuesday,1
19488,97,97,1.0,1.25,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,11.566666666666666,18,Tuesday,1
19489,74,166,1.0,2.31,14.2,2.5,0.5,0.01,0.0,18.21,1.0,1.0,0.0,0.0,12.75,18,Tuesday,1
19490,75,238,1.0,0.9,6.5,2.5,0.5,2.1,0.0,12.6,1.0,1.0,0.0,0.0,3.95,18,Tuesday,1
19492,75,237,1.0,1.16,7.2,2.5,0.5,2.79,0.0,16.74,1.0,1.0,2.75,0.0,4.233333333333333,18,Tuesday,1
19494,74,236,1.0,2.49,15.6,2.5,0.5,4.47,0.0,26.82,1.0,1.0,2.75,0.0,13.35,18,Tuesday,1
19498,74,43,1.0,3.61,22.6,2.5,0.5,4.4,0.0,33.75,1.0,1.0,2.75,0.0,22.516666666666666,18,Tuesday,1
19499,74,239,1.0,3.47,22.6,2.5,0.5,5.87,0.0,35.22,1.0,1.0,2.75,0.0,24.033333333333335,18,Tuesday,1
19500,43,239,1.0,1.76,12.1,2.5,0.5,3.77,0.0,22.62,1.0,1.0,2.75,0.0,10.7,18,Tuesday,1
19501,7,7,1.0,0.24,20.5,2.5,0.5,0.0,0.0,24.5,2.0,1.0,0.0,0.0,1129.95,0,Tuesday,1
19502,75,151,1.0,1.46,10.0,2.5,0.5,4.2,0.0,18.2,1.0,1.0,0.0,0.0,8.016666666666667,18,Tuesday,1
19503,74,239,1.0,3.5,21.2,3.75,1.5,5.25,0.0,31.7,1.0,1.0,2.75,0.0,20.5,18,Tuesday,1
19505,210,210,1.0,1.2,7.9,2.5,1.5,2.35,0.0,14.25,1.0,1.0,0.0,0.0,7.133333333333334,18,Tuesday,1
19506,134,28,1.0,0.88,7.2,2.5,0.5,2.24,0.0,13.44,1.0,1.0,0.0,0.0,5.583333333333333,18,Tuesday,1
19507,134,197,1.0,2.69,15.6,2.5,0.5,1.96,0.0,21.56,1.0,1.0,0.0,0.0,14.9,18,Tuesday,1
19508,43,263,1.0,1.5,11.4,2.5,0.5,3.0,0.0,21.15,1.0,1.0,2.75,0.0,10.083333333333334,18,Tuesday,1
19509,75,74,1.0,1.27,9.3,2.5,0.5,1.7,0.0,15.0,1.0,1.0,0.0,0.0,7.233333333333333,18,Tuesday,1
19510,75,262,1.0,0.0,11.4,5.25,1.5,3.6,0.0,21.75,1.0,1.0,2.75,0.0,12.666666666666666,18,Tuesday,1
19511,33,52,1.0,0.81,7.2,2.5,0.5,1.12,0.0,12.32,1.0,1.0,0.0,0.0,6.316666666666666,18,Tuesday,1
19512,74,75,1.0,1.06,7.9,2.5,0.5,2.98,0.0,14.88,1.0,1.0,0.0,0.0,5.583333333333333,18,Tuesday,1
19513,43,263,1.0,1.56,9.3,2.5,0.5,0.0,0.0,16.05,2.0,1.0,2.75,0.0,7.033333333333333,18,Tuesday,1
19514,75,48,1.0,3.99,22.6,2.5,0.5,1.0,0.0,31.1,1.0,1.0,2.75,0.75,21.35,18,Tuesday,1
19515,134,95,1.0,1.8,14.2,2.5,1.5,3.6,0.0,21.8,1.0,1.0,0.0,0.0,12.883333333333333,18,Tuesday,1
19516,97,225,1.0,3.2,18.4,2.5,1.5,2.0,0.0,24.4,1.0,1.0,0.0,0.0,22.233333333333334,18,Tuesday,1
19517,95,95,1.0,1.11,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,8.4,18,Tuesday,1
19518,75,142,1.0,2.36,17.0,2.5,0.5,4.75,0.0,28.5,1.0,1.0,2.75,0.0,16.516666666666666,18,Tuesday,1
19519,75,74,1.0,1.36,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,6.416666666666667,18,Tuesday,1
19520,74,75,1.0,1.61,10.7,2.5,0.5,2.0,0.0,16.7,1.0,1.0,0.0,0.0,8.616666666666667,18,Tuesday,1
19521,74,42,1.0,1.09,7.2,2.5,0.5,0.0,0.0,10.5,2.0,1.0,0.0,0.0,4.6,19,Tuesday,1
19523,74,24,1.0,1.99,13.5,2.5,0.5,3.5,0.0,21.0,1.0,1.0,0.0,0.0,12.983333333333333,19,Tuesday,1
19524,65,97,1.0,0.95,7.2,2.5,0.5,1.5,0.0,12.7,1.0,1.0,0.0,0.0,6.316666666666666,19,Tuesday,1
19525,75,74,1.0,1.64,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,5.683333333333334,19,Tuesday,1
19526,74,236,1.0,1.79,10.7,2.5,0.5,3.49,0.0,20.94,1.0,1.0,2.75,0.0,8.9,19,Tuesday,1
19529,65,61,1.0,2.46,14.2,2.5,0.5,2.0,0.0,20.2,1.0,1.0,0.0,0.0,12.25,19,Tuesday,1
19530,24,42,1.0,1.83,14.2,2.5,0.5,2.5,0.0,20.7,1.0,1.0,0.0,0.0,13.416666666666666,19,Tuesday,1
19532,75,239,1.0,1.9,10.7,5.25,1.5,2.97,0.0,20.42,1.0,1.0,2.75,0.0,7.533333333333333,19,Tuesday,1
19533,244,151,1.0,4.8,23.3,5.25,1.5,5.0,0.0,35.05,1.0,1.0,2.75,0.0,14.6,19,Tuesday,1
19534,75,142,1.0,2.78,19.8,2.5,0.5,5.31,0.0,31.86,1.0,1.0,2.75,0.0,20.283333333333335,19,Tuesday,1
19535,75,236,1.0,1.39,8.6,2.5,0.5,0.0,0.0,15.35,1.0,1.0,2.75,0.0,6.533333333333333,19,Tuesday,1
19536,74,263,1.0,1.71,12.1,2.5,0.5,3.22,0.0,19.32,1.0,1.0,0.0,0.0,11.133333333333333,19,Tuesday,1
19537,97,97,1.0,1.11,8.6,2.5,0.5,1.0,0.0,13.6,1.0,1.0,0.0,0.0,7.083333333333333,19,Tuesday,1
19538,75,141,1.0,2.58,19.1,2.5,0.5,0.0,0.0,25.85,1.0,1.0,2.75,0.0,18.65,19,Tuesday,1
19539,260,129,1.0,1.72,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,9.25,19,Tuesday,1
19541,223,223,1.0,0.84,7.2,2.5,0.5,1.68,0.0,12.88,1.0,1.0,0.0,0.0,6.0,19,Tuesday,1
19543,75,263,1.0,1.67,13.5,2.5,0.5,3.44,0.0,23.69,1.0,1.0,2.75,0.0,14.35,19,Tuesday,1
19544,95,134,1.0,1.11,7.9,2.5,0.5,1.0,0.0,12.9,1.0,1.0,0.0,0.0,4.65,19,Tuesday,1
19545,195,189,1.0,3.01,19.8,2.5,0.5,5.95,0.0,29.75,1.0,1.0,0.0,0.0,19.283333333333335,19,Tuesday,1
19547,236,263,1.0,1.06,9.3,2.5,0.5,3.21,0.0,19.26,1.0,1.0,2.75,0.0,7.45,19,Tuesday,1
19548,75,262,1.0,1.72,9.3,2.5,0.5,2.0,0.0,18.05,1.0,1.0,2.75,0.0,7.35,19,Tuesday,1
19549,75,239,1.0,1.91,11.4,2.5,0.5,3.63,0.0,21.78,1.0,1.0,2.75,0.0,8.533333333333333,19,Tuesday,1
19550,129,83,1.0,0.7,5.8,2.5,1.5,1.0,0.0,10.8,1.0,1.0,0.0,0.0,5.216666666666667,19,Tuesday,1
19551,95,95,1.0,0.96,7.2,2.5,0.5,0.0,0.0,11.2,2.0,1.0,0.0,0.0,4.75,19,Tuesday,1
19553,7,7,1.0,0.88,8.6,2.5,0.5,2.52,0.0,15.12,1.0,1.0,0.0,0.0,7.366666666666666,19,Tuesday,1
19554,129,260,1.0,0.56,5.1,2.5,0.5,4.0,0.0,13.1,1.0,1.0,0.0,0.0,3.05,19,Tuesday,1
19555,260,82,1.0,1.57,13.5,2.5,0.5,0.0,0.0,17.5,2.0,1.0,0.0,0.0,14.433333333333334,19,Tuesday,1
19556,75,75,1.0,0.62,7.2,2.5,0.5,1.0,0.0,12.2,1.0,1.0,0.0,0.0,5.316666666666666,19,Tuesday,1
19557,75,151,1.0,1.49,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,8.633333333333333,19,Tuesday,1
19558,43,238,1.0,0.81,7.2,2.5,0.5,2.79,0.0,16.74,1.0,1.0,2.75,0.0,5.266666666666667,19,Tuesday,1
19561,75,263,1.0,1.29,10.7,2.5,0.5,0.0,0.0,17.45,1.0,1.0,2.75,0.0,9.75,19,Tuesday,1
19562,75,141,1.0,1.93,12.1,2.5,0.5,3.77,0.0,22.62,1.0,1.0,2.75,0.0,10.466666666666667,19,Tuesday,1
19563,74,75,1.0,0.97,7.2,2.5,0.5,2.24,0.0,13.44,1.0,1.0,0.0,0.0,4.35,19,Tuesday,1
19564,75,74,1.0,1.3,7.9,2.5,1.5,2.0,0.0,13.9,1.0,1.0,0.0,0.0,5.0,19,Tuesday,1
19565,82,56,1.0,1.46,12.1,2.5,0.5,0.0,0.0,16.1,1.0,1.0,0.0,0.0,11.75,19,Tuesday,1
19566,95,95,1.0,1.32,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,10.333333333333334,19,Tuesday,1
19567,95,28,1.0,2.6,13.5,2.5,0.5,5.25,0.0,22.75,1.0,1.0,0.0,0.0,9.0,19,Tuesday,1
19568,7,83,1.0,2.94,15.6,2.5,0.5,2.0,0.0,21.6,1.0,1.0,0.0,0.0,10.066666666666666,19,Tuesday,1
19569,74,168,1.0,1.5,10.7,2.5,1.5,4.4,0.0,19.1,1.0,1.0,0.0,0.0,10.983333333333333,19,Tuesday,1
19570,95,95,1.0,0.83,6.5,2.5,0.5,2.62,0.0,13.12,1.0,1.0,0.0,0.0,4.816666666666666,19,Tuesday,1
19571,130,134,1.0,1.84,15.0,0.0,0.0,4.8,0.0,20.8,1.0,2.0,0.0,0.0,7.566666666666666,19,Tuesday,1
19572,75,74,1.0,1.24,8.6,2.5,0.5,2.0,0.0,14.6,1.0,1.0,0.0,0.0,5.833333333333333,19,Tuesday,1
19573,66,181,1.0,3.11,20.5,2.5,0.5,4.9,0.0,29.4,1.0,1.0,0.0,0.0,21.316666666666666,19,Tuesday,1
19574,177,177,1.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0,0.0,0.0,0.08333333333333333,19,Tuesday,1
19575,193,7,1.0,0.94,6.5,2.5,0.5,0.88,0.0,11.38,1.0,1.0,0.0,0.0,3.7,20,Tuesday,1
19576,75,163,1.0,3.72,21.2,2.5,0.5,4.0,0.0,32.7,1.0,1.0,2.75,0.75,19.583333333333332,19,Tuesday,1
19577,95,134,1.0,1.26,8.6,2.5,0.5,0.0,0.0,12.6,2.0,1.0,0.0,0.0,8.35,19,Tuesday,1
19578,74,75,1.0,1.63,11.4,2.5,0.5,0.0,0.0,15.4,2.0,1.0,0.0,0.0,10.066666666666666,18,Tuesday,1
19579,33,228,1.0,2.46,13.5,2.5,0.5,0.0,0.0,17.5,2.0,1.0,0.0,0.0,11.55,19,Tuesday,1
19580,82,95,1.0,2.3,14.9,2.5,0.5,0.0,0.0,18.9,2.0,1.0,0.0,0.0,13.866666666666667,19,Tuesday,1
19582,75,75,1.0,0.5,5.1,2.5,1.5,1.8,0.0,10.9,1.0,1.0,0.0,0.0,2.25,19,Tuesday,1
19585,43,264,1.0,1.2,9.3,2.5,1.5,3.95,0.0,17.25,1.0,1.0,0.0,0.0,7.366666666666666,19,Tuesday,1
19586,41,43,1.0,0.0,20.5,0.0,1.5,0.0,0.0,22.0,1.0,1.0,0.0,0.0,28.2,19,Tuesday,1
19587,74,116,1.0,1.77,10.7,2.5,0.5,1.0,0.0,15.7,1.0,1.0,0.0,0.0,8.533333333333333,19,Tuesday,1
19588,196,95,1.0,1.2,7.9,2.5,1.5,0.0,0.0,11.9,2.0,1.0,0.0,0.0,5.9,19,Tuesday,1
19589,43,236,1.0,0.82,7.2,2.5,0.5,1.4,0.0,15.35,1.0,1.0,2.75,0.0,5.0,19,Tuesday,1
19590,75,74,1.0,1.36,7.9,2.5,0.5,0.0,0.0,11.9,2.0,1.0,0.0,0.0,4.316666666666666,19,Tuesday,1
19591,74,152,1.0,1.51,11.4,2.5,0.5,3.85,0.0,19.25,1.0,1.0,0.0,0.0,10.1,19,Tuesday,1
19592,24,243,1.0,4.8,24.0,2.5,0.5,7.0,0.0,35.0,1.0,1.0,0.0,0.0,17.75,19,Tuesday,1
19593,65,61,1.0,2.25,14.2,2.5,0.5,3.64,0.0,21.84,1.0,1.0,0.0,0.0,12.45,19,Tuesday,1
19594,25,181,1.0,0.0,18.5,0.0,1.5,0.0,0.0,20.0,1.0,1.0,0.0,0.0,16.0,19,Tuesday,1
19595,74,243,1.0,5.21,23.3,2.5,0.5,6.82,0.0,34.12,1.0,1.0,0.0,0.0,15.75,19,Tuesday,1
19598,97,232,1.0,3.37,19.1,2.5,0.5,0.0,0.0,26.6,2.0,1.0,2.75,0.75,16.233333333333334,19,Tuesday,1
19599,74,41,1.0,1.05,10.7,2.5,0.5,1.0,0.0,15.7,1.0,1.0,0.0,0.0,10.033333333333333,19,Tuesday,1
19600,75,263,1.0,1.88,12.8,2.5,0.5,2.0,0.0,21.55,1.0,1.0,2.75,0.0,12.766666666666667,19,Tuesday,1
19601,75,74,1.0,1.32,7.9,2.5,0.5,2.38,0.0,14.28,1.0,1.0,0.0,0.0,4.85,18,Tuesday,1
19602,74,75,1.0,1.67,11.4,2.5,0.5,2.0,0.0,17.4,1.0,1.0,0.0,0.0,9.683333333333334,18,Tuesday,1
19603,75,263,1.0,1.8,10.7,2.5,0.5,3.49,0.0,20.94,1.0,1.0,2.75,0.0,7.85,19,Tuesday,1
19604,74,263,1.0,1.85,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,9.9,19,Wednesday,1
19605,74,236,1.0,1.82,10.0,2.5,0.5,0.0,0.0,14.0,2.0,1.0,0.0,0.0,9.25,19,Wednesday,1
19607,75,75,1.0,0.61,6.5,2.5,0.5,2.0,0.0,12.5,1.0,1.0,0.0,0.0,4.516666666666667,19,Tuesday,1
19609,75,74,1.0,1.41,9.3,2.5,0.5,3.33,0.0,16.63,1.0,1.0,0.0,0.0,7.816666666666666,19,Tuesday,1
19610,82,83,1.0,0.64,6.5,2.5,0.5,2.1,0.0,12.6,1.0,1.0,0.0,0.0,4.983333333333333,19,Tuesday,1
19611,82,129,1.0,0.47,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,9.133333333333333,19,Tuesday,1
19612,75,41,1.0,1.67,10.7,2.5,0.5,2.0,0.0,16.7,1.0,1.0,0.0,0.0,8.583333333333334,18,Tuesday,1
19613,74,166,1.0,1.99,11.4,2.5,0.5,3.08,0.0,18.48,1.0,1.0,0.0,0.0,9.733333333333333,19,Tuesday,1
19614,75,50,1.0,4.01,21.2,2.5,0.5,5.74,0.0,34.44,1.0,1.0,2.75,0.75,15.866666666666667,19,Tuesday,1
19615,74,238,1.0,3.05,17.0,2.5,0.5,4.28,0.0,28.03,1.0,1.0,2.75,0.0,15.366666666666667,19,Tuesday,1
19616,130,216,1.0,1.8,13.5,2.5,0.5,3.5,0.0,21.0,1.0,1.0,0.0,0.0,11.3,19,Tuesday,1
19617,43,142,1.0,2.79,15.6,2.5,0.5,4.47,0.0,26.82,1.0,1.0,2.75,0.0,13.35,19,Tuesday,1
19618,74,75,1.0,1.6,10.0,1.0,1.5,1.0,0.0,13.5,1.0,1.0,0.0,0.0,7.883333333333334,19,Tuesday,1
19619,260,7,1.0,1.87,12.8,2.5,0.5,3.36,0.0,20.16,1.0,1.0,0.0,0.0,11.966666666666667,19,Tuesday,1
19620,92,264,1.0,0.0,10.0,0.0,0.0,2.2,0.0,13.2,1.0,2.0,0.0,0.0,0.05,19,Tuesday,1
19621,95,28,1.0,1.93,10.7,2.5,0.5,2.0,0.0,16.7,1.0,1.0,0.0,0.0,7.066666666666666,19,Tuesday,1
19622,210,210,1.0,1.0,6.5,2.5,1.5,2.1,0.0,12.6,1.0,1.0,0.0,0.0,5.95,19,Tuesday,1
19623,210,29,1.0,0.92,7.2,2.5,0.5,2.0,0.0,13.2,1.0,1.0,0.0,0.0,5.716666666666667,18,Tuesday,1
19624,210,210,1.0,0.98,7.9,2.5,0.5,3.57,0.0,15.47,1.0,1.0,0.0,0.0,6.25,19,Tuesday,1
19625,74,262,1.0,2.7,16.3,2.5,0.5,4.61,0.0,27.66,1.0,1.0,2.75,0.0,14.15,19,Tuesday,1
19626,74,244,1.0,4.28,23.3,2.5,0.5,5.46,0.0,32.76,1.0,1.0,0.0,0.0,19.5,19,Tuesday,1
19627,33,52,1.0,0.95,7.2,2.5,0.5,0.0,0.0,11.2,2.0,1.0,0.0,0.0,5.933333333333334,19,Tuesday,1
19628,75,75,1.0,1.13,7.9,2.5,0.5,0.0,0.0,11.9,2.0,1.0,0.0,0.0,5.2,19,Tuesday,1
19630,166,166,1.0,0.26,5.1,2.5,0.5,2.28,0.0,11.38,1.0,1.0,0.0,0.0,2.6333333333333333,18,Tuesday,1
19633,75,237,1.0,1.9,12.1,1.0,0.5,3.47,0.0,20.82,1.0,1.0,2.75,0.0,9.783333333333333,20,Tuesday,1
19634,223,223,1.0,0.75,6.5,1.0,0.5,2.7,0.0,11.7,1.0,1.0,0.0,0.0,4.416666666666667,20,Tuesday,1
19635,43,151,1.0,1.63,10.7,1.0,0.5,5.0,0.0,18.2,1.0,1.0,0.0,0.0,8.1,20,Tuesday,1
19636,75,236,1.0,0.66,6.5,1.0,0.5,2.35,0.0,14.1,1.0,1.0,2.75,0.0,4.35,20,Tuesday,1
19637,193,202,1.0,1.5,12.0,0.0,0.0,2.6,0.0,15.6,1.0,2.0,0.0,0.0,6.333333333333333,20,Tuesday,1
19638,130,10,1.0,1.16,7.9,1.0,0.5,0.0,0.0,10.4,2.0,1.0,0.0,0.0,5.7,20,Tuesday,1
19639,75,238,1.0,1.87,12.1,1.0,0.5,0.0,0.0,17.35,2.0,1.0,2.75,0.0,10.066666666666666,19,Tuesday,1
19644,83,56,1.0,2.36,14.2,1.0,0.5,0.0,0.0,16.7,2.0,1.0,0.0,0.0,13.766666666666667,20,Tuesday,1
19645,75,262,1.0,1.25,10.0,1.0,0.5,3.05,0.0,18.3,1.0,1.0,2.75,0.0,8.216666666666667,20,Tuesday,1
19646,236,143,1.0,2.55,14.2,1.0,0.5,3.89,0.0,23.34,1.0,1.0,2.75,0.0,11.45,20,Tuesday,1
19648,134,171,1.0,5.06,22.6,1.0,0.5,0.0,0.0,25.1,2.0,1.0,0.0,0.0,11.583333333333334,20,Tuesday,1
19649,134,134,1.0,0.81,7.2,1.0,0.5,1.94,0.0,11.64,1.0,1.0,0.0,0.0,5.583333333333333,20,Tuesday,1
19650,75,41,1.0,1.12,7.2,1.0,0.5,0.0,0.0,9.7,2.0,1.0,0.0,0.0,4.216666666666667,20,Tuesday,1
19651,43,239,1.0,1.94,11.4,1.0,0.5,3.33,0.0,19.98,1.0,1.0,2.75,0.0,9.133333333333333,20,Tuesday,1
19652,95,95,1.0,1.04,7.2,1.0,0.5,0.0,0.0,9.7,2.0,1.0,0.0,0.0,5.016666666666667,20,Tuesday,1
19654,74,75,1.0,1.28,7.9,1.0,0.5,1.04,0.0,11.44,1.0,1.0,0.0,0.0,5.833333333333333,20,Tuesday,1
